states,hmm_holdout_loglik_per_row,hmm_min_occupancy,hmm_converged,hmm_full_min_occupancy,gmm_bic,gmm_min_occupancy,gmm_converged,gmm_seed_mean_ari
3,-8.988507252774468,0.05024605024605024,True,0.19308939579699885,1123312.630779217,0.21431161610056812,True,0.7182186162469256
4,-8.480258023771347,0.03151169817836485,True,0.12042617119372831,1072963.2488254618,0.13679611818134724,True,0.9973230442250293
