daily_context,signal,count,mean_forward_4h,positive_rate,positive_ci95_low,positive_ci95_high,mean_ci95_low,mean_ci95_high,status
daily_up,rsi_overbought,514,-0.0013564577979307234,0.4649805447470817,0.377431906614786,0.5507782101167313,-0.0032711068460823003,-9.246903252276948e-06,ok
daily_up,rsi_oversold,659,-0.001776050819171224,0.48558421851289835,0.42105462822458267,0.557701062215478,-0.0035818887099547865,-0.0002281999460135369,ok
daily_down,rsi_overbought,804,-0.0003263343622040013,0.43656716417910446,0.37496890547263684,0.4925995024875621,-0.0017556317061542168,0.0012089314263195843,ok
daily_down,rsi_oversold,935,0.0009044471092585748,0.5839572192513369,0.5315508021390374,0.6369251336898396,-0.0007931803846558418,0.0023749807305406896,ok
