direction,count,continuation_rate_4h,continuation_ci95_low,continuation_ci95_high,mean_forward_4h,mean_ci95_low,mean_ci95_high,status
up,529,0.4763705103969754,0.43856332703213613,0.5349716446124764,-9.166502845992883e-05,-0.001064656172570875,0.0009329629287900221,ok
down,639,0.5101721439749609,0.4670970266040689,0.5501173708920187,-0.0013454104859617238,-0.003022893436924828,0.00017202600898035702,ok
